sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,dia_mea_0,dia_mea_45,dia_mea_90,dia_mea_135
12.52409674519033,11.281938676041289,12.518351621485927,10.708160537807997,12.6620278050024,10.73386857432019,10.20501928077869,10.463296354268374,11.381866095291864,12.063439163860746,11.689876208474743,9.82183325573167,10.538843015027561,12.501748230213204,12.490448324279258,13.172682114828973,13.040351003045423,12.188139910605509,11.796826582527634,13.661711283565904,13.565568286243991,12.715008237242722,12.155076776276026,11.474489933558697,12.27642831148662,11.326660811450113,11.56956441895577,10.912834380396982,11.255502757277084,11.31482347145787,12.629111780141221,10.027178242463448,10.587834524013642,11.372548213400325,10.980912195836646,11.801615816976394,9.964019100662563,11.468686180840084,10.310208912629523,11.567918588389803,9.14627225087889,9.803323430974302,11.783771146043685,10.627474346805945,10.251080047384246,12.128553635973686,10.59407536522228,11.2852222428427,9.616306517328749,11.54405408810709,12.76410702830863,11.49162783972073,10.49584408406632,10.21550766345778,9.148999853943215,10.586040222201756,8.174337533519248,8.597428766987084,11.847490742408253,8.144852706524777,89.98524362653991,89.53441778316967,90.34571812143412,89.90523584344659
10.190989627610847,12.435355453711006,10.539972380881952,12.558803498619271,10.97050708361219,11.05880229081359,12.181389482562158,12.391910839699136,9.934602572135462,11.350659786193278,9.577969563931644,10.120948888258033,10.472182139934453,11.892676239111882,11.951021941130282,10.691491707072043,12.658181237994578,13.019571230002184,11.5599274793592,11.098538779235657,13.58378338066928,12.038576375796103,14.02039018622952,11.336061504662522,13.55261433083129,12.321170414579463,13.827679118308446,11.247945334455842,11.960522240830574,10.665456236314572,12.186517094446584,9.744218007621837,11.235192827575862,11.174872547694795,11.427329120433422,10.489279469462247,10.450095925240861,8.854524468970512,11.491806796688017,8.855824025165038,9.460039075842113,11.656527983056817,9.039876742649392,9.893616202232032,9.008151354024186,10.005983356628446,10.840635813431144,10.9302495951412,10.50847238368484,11.575720754501095,10.451964545626119,12.653405423765946,12.819817925944978,13.50285399969185,10.742953648746825,11.423595108829213,12.971960911707255,11.777185020230434,9.728168121611123,7.256265280632174,90.05262615481223,90.4246719400264,90.42073605632982,90.0952086308298
10.951268042082408,10.520102459069998,9.987173824693997,10.600244091988936,12.23369481815106,11.77112553473584,11.695834468214812,11.472519877309482,11.042141179453317,12.386901548814302,12.650556680177802,12.206978023979953,10.987790439289657,9.823461699023845,9.988702856024645,9.611804366858058,11.066909089297864,10.2315212531013,10.52277107500627,9.852838899380513,10.62927246250337,10.940983035697437,13.609326256758411,13.202887724340505,13.415848295355321,12.297076900826557,11.38316795500537,11.920195571259086,11.745366909572367,14.285087890444547,11.274840079401212,11.632206863095815,10.441797040622573,10.17396636160009,9.922185377548645,11.582675751063874,10.224336192002635,9.081061901857389,12.098329354020706,9.213916695282048,10.047306656113195,9.671964033063182,10.626118026599286,10.454280075383352,10.704124708987397,12.038136127553432,11.72775760240025,10.773698137945283,11.933459638301908,10.541376164837617,12.27593024169402,10.403354630114844,11.906284913552662,11.777704342190084,10.90694171892779,12.614211627648022,12.031491102604218,13.558721560532076,11.809266405865625,11.893880082818816,89.943765636998,89.9659139558783,90.44105461471949,89.92998352188685
11.740742741326512,10.853187772820595,12.11111558068948,12.402611222963422,10.543061041684984,10.360481752164013,9.961374603340898,9.65115342524047,11.46026068766383,11.357644572353973,11.350643223721985,10.530023577666698,12.050724597061455,10.430886453808741,11.98020608380773,10.521422496349095,11.522264735594153,10.775919990784315,11.556854607243572,9.831033252214914,10.89790590468366,10.899434637627264,10.692090709772327,11.887520856126393,10.939307495799897,13.768989422552579,13.331541353383132,12.408217974355452,14.608134237062554,13.7062539111119,13.091510261024487,13.463387809805708,11.990029611102747,12.763334320844887,13.041172906964984,10.848997739132434,11.200014921573452,12.026733104433012,11.700741645597022,10.790836771734172,10.887776438279754,9.97532852020791,9.668934955971038,10.297621972883524,9.390816055383109,10.631401609901815,11.703952967609164,11.633027045649797,10.271962170745475,10.656494463236758,12.0694256437188,9.56266607682851,11.761720925317526,12.30023319946756,10.449201924189827,13.601428033278468,13.709544225727477,10.641049061903246,10.444558512915677,12.838457559710909,90.18054998955569,90.08885987256316,89.97190470150764,90.14848796425919
12.90532766152655,10.386440475674952,10.038536100215731,12.404159090510696,11.977148457780634,12.48400796798004,9.902269814573081,12.577790467406185,12.595845948060994,11.30420598475801,10.139912240850421,10.05250707695208,10.338368510452007,12.829970823899952,12.143639185840634,10.559149430102444,11.762428794115742,13.306287251618516,12.046303480679024,10.475617042210843,11.649039509257348,13.399356326243964,13.78896898308881,13.765482006945856,11.638814517939897,13.817585794587476,12.148764726294239,11.358595481725613,12.234727301987407,10.853599269671676,11.746702967077388,12.221643365521068,9.938248856936983,11.954615167715497,9.668875677021818,9.468248818180513,10.830806333117872,11.800851961631926,9.086021713527328,12.021970873344868,11.144225756701719,9.91923363169508,10.425212599366995,12.143096993330401,12.110710565285578,9.24862987508276,11.860398153895611,12.05299642403978,12.31468594444187,11.943274431682413,10.963923453984853,11.28788299617333,10.435473899102647,13.117366746835755,12.124281519816181,10.897166913010897,10.244634653379666,11.363290251949266,11.501550286374703,11.802035185229752,89.63198764642189,90.40832957707426,90.32679901296795,89.90672253551274
12.183269837670425,10.667719109332873,11.729791208541155,12.546572722434071,10.317603707397364,10.22749695665221,9.70014930511937,11.303210543618194,12.110246511532582,12.954982411860854,10.53227646179455,11.553814738397774,10.591551595765951,11.925836673628064,12.857569972639347,10.219121228472316,12.521433449130388,11.688821299042525,11.59971887592433,12.973010232570193,12.559546301054091,11.148334682187977,12.262812845774835,11.150217036046982,13.401693970827907,13.05858254454466,11.86367011845319,13.510516805500977,11.955306336280021,13.689973738533753,12.916567371563296,10.716028723001575,11.176676481163227,11.18035441624238,11.21158305757684,11.945673432469158,12.2454429423992,11.97035334700979,9.4768658858287,10.230268561613869,9.222910334109848,11.888473191150952,10.44728703097496,10.888855776978286,9.724359394132003,11.406411356392105,9.721046671629187,11.885508214877543,11.157228438047376,9.926753424375105,11.776013117667834,11.861103971412371,11.231339950628847,11.891193843310141,10.48505729861585,11.66911658500391,9.133263255532118,10.989723953234488,11.618188617064757,10.52923516269147,90.03410884439273,89.6059086235557,89.71146208099492,90.06354815786864
10.596927005696273,11.725214527920432,11.893050416359022,12.060732674534917,11.066761846053451,10.616510355751165,11.98514308366134,12.055112825926086,10.71502032976957,9.828434045312001,11.381019917060826,11.757385249767612,11.745707504134348,12.274722029734326,12.74104225493557,11.116558006406914,11.880028341939976,11.81196692710497,11.864791193704095,11.016991336221844,11.926007448921737,12.032413635100607,12.92008505686127,11.627413188320967,13.796499231836528,12.867223106085524,14.482427507287845,13.437688871279402,12.120626354894197,12.731635192894604,10.920697531548512,13.444259732347135,12.448797496769636,11.603009512447825,11.865817519448438,11.310474974854598,9.663405594352609,10.455128247616509,9.411315811847984,11.59527106485897,10.00473456313006,11.909271838017288,9.313404245089444,10.658959504940462,11.502675691256133,12.272088896057127,10.118758702467694,10.46523992366701,10.748092197924548,11.452770305692441,12.79889737010834,11.445248193829137,12.709357845120335,13.329028910954769,12.423937534896126,12.186975220308424,12.859238983843756,12.434506701055241,11.071881593718519,10.59237471803294,89.82567651628008,90.68518089685203,90.75781659281108,89.80794584204537
11.57527388838188,11.095132834152205,10.992679153609503,13.011630627889414,11.332603622884198,13.104638429998271,11.595131718159715,10.39616821814586,12.501746878737766,11.03157521169352,12.16430549902682,10.146827809710668,11.938084727407858,10.458680480252113,10.558229266710823,11.547909164331717,12.159501325666216,10.073125805369996,12.063743386896675,12.51921649719329,10.521852491485701,12.024950115996473,11.924352704110403,12.084431004307373,13.888608999349799,14.372559963554242,14.727597781774993,13.30213860226629,13.680511127311345,12.680092649059972,11.222624048101807,13.189853230657638,10.26604498853494,10.738395054810043,11.957303054930994,9.959846997857134,10.128111008660541,9.237099719706405,9.192485969120645,11.2884524245581,9.205618981051565,9.10853279753472,9.281327300995052,11.8521629252585,11.04645415628894,11.333736035005368,9.372899343193097,9.201596530957136,12.191527561173825,12.252050466220174,10.584665919448623,10.973746679430818,12.589703876039287,12.179049518037775,10.566375823682728,12.236979840392213,9.205512055849612,9.742214382435222,11.922654177173513,10.921450650292313,90.29883306421178,89.70920968039947,90.11267548872563,90.0513194854306
10.480257392320413,10.42700014576613,11.06892732415614,12.956767353682077,10.18910253050701,10.330190377438838,12.788461148419909,10.92545471563854,11.17415485601753,10.78268040476291,11.703884107025534,12.947205491228198,11.017510550650902,11.970362448566288,11.907671359974406,12.948137117618312,10.579877797184032,13.27304847339459,12.293711341485967,12.292250529080444,12.856881479590852,13.914732972224439,14.436387641551883,11.3959964154393,11.29125244704762,13.533278128588707,13.540420904947702,11.483057253412154,12.230588465740679,10.849040961636817,12.804580594734194,10.58878969006789,10.383228425065544,10.885189167821636,10.458100782529794,12.5886976234326,11.959563189055562,10.763957328541606,9.46972308183687,10.97180704979521,11.149622879815043,12.358588478507263,11.434579175393662,12.266048484443887,10.587117402145722,10.516542653420737,10.495274574911475,11.040090127996248,11.238178791720244,12.48778162468102,13.926008472315292,12.211810525571568,11.203396305905219,13.162813731892602,12.254799921964073,11.138047488877328,11.454963527717496,10.644476433433802,10.228095305686214,10.048163734459655,90.29853730853833,89.66873260249797,89.83245554011263,90.02729464494743
11.34102827103321,10.221371914373117,12.264155283410053,9.717618576460415,10.505180369015335,9.841170073364143,12.49660807816892,12.543397230649271,10.525966068152991,10.372024767284163,9.593945609477617,9.436145669364096,9.549696922956738,9.744099814940752,10.452706930777367,9.580820033853042,10.230420625740672,9.869208353798774,11.873158786122966,9.46611141316593,12.317838420879571,12.128395474107917,11.036987942607464,12.305069322369215,12.764559874658131,11.400726581594407,11.307446857983436,13.814193907236,13.65580224532114,12.676484411546328,13.990424871317735,12.92974051352941,12.814671143130024,10.981766659394687,9.556087952040308,10.402786298721551,10.423893836185714,8.430217854407834,10.012992424243063,8.71685407857337,9.356670097410374,9.82566429719287,11.06461447982478,9.930266442986497,10.452627848026342,10.184971641674622,8.741232029651728,10.249389505865484,10.997240685735639,10.00632037477701,9.2294254351506,10.451141822331765,12.160334696989294,10.756851276559502,10.30342240585176,11.646317944700732,12.38198515715774,11.879866663274115,11.50744934604058,13.64830470547735,89.89095838344493,89.65214951821817,90.37941184194567,90.18403567672459
